ROWNUM;name;adress;okrug;rayon;form_of_incorporation;submission;tip_uchrezhdeniya;vid_uchrezhdeniya;telephone;web_site;e_mail;X;Y;global_id
205;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1220;129075, г. Москва, Аргуновская ул., д. 12, корп. 2, стр. 1, 2, 3;Северо-Восточный административный округ;Останкинский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 683-09-08;schu1220.svao.mskobr.ru;Sch1220@yandex.ru;37,621915;55,817784;87029130
206;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1230;121248 г. Москва,  Кутузовский проспект, д.6;Западный административный округ;район Дорогомилово;Государственное;Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 243-45-54;schu1230.mskzapad.ru;school1230@mail.ru;37,562166;55,750551;87029195
207;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой;115304 Москва, Ереванская, 20, к.2;Южный административный округ;район Царицыно;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 321-02-92; (495) 321-96-44";cou1466.mskobr.ru;sch1466@sinergi.ru;37,672988;55,627863;87029230
208;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой;115304 Москва, Ереванская, 20, к.2;Южный административный округ;район Царицыно;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 321-02-92; (495) 321-96-44";cou1466.mskobr.ru;sch1466@sinergi.ru;37,676228;55,630872;87029231
209;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой;115304 Москва, Ереванская, 20, к.2;Южный административный округ;район Царицыно;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 321-02-92; (495) 321-96-44";cou1466.mskobr.ru;sch1466@sinergi.ru;37,670252;55,626557;87029232
210;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285;125362, г. Москва, ул. Вишневая, д. 20, корп. 1;Северо-Западный административный округ;район Покровское-Стрешнево;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;491-79-01;schusz1285.mskobr.ru;sch1285@szouo.ru;37,448646;55,833823;87029248
211;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285;125362, г. Москва, ул. Вишневая, д. 20, корп. 1;Северо-Западный административный округ;район Покровское-Стрешнево;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;491-79-01;schusz1285.mskobr.ru;sch1285@szouo.ru;37,419019;55,834135;87029249
212;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285;125362, г. Москва, ул. Вишневая, д. 20, корп. 1;Северо-Западный административный округ;район Покровское-Стрешнево;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;491-79-01;schusz1285.mskobr.ru;sch1285@szouo.ru;37,419019;55,834135;87029250
213;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285;125362, г. Москва, ул. Вишневая, д. 20, корп. 1;Северо-Западный административный округ;район Покровское-Стрешнево;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;491-79-01;schusz1285.mskobr.ru;sch1285@szouo.ru;37,418273;55,833736;87029251
214;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285;125362, г. Москва, ул. Вишневая, д. 20, корп. 1;Северо-Западный административный округ;район Покровское-Стрешнево;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;491-79-01;schusz1285.mskobr.ru;sch1285@szouo.ru;37,420049;55,832764;87029252
215;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян;125007, г. Москва, Хорошевское шоссе, дом 3;Северный административный округ;Хорошёвский район;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;945-72-95;sch1288.mskobr.ru/;school1288@mail.ru;37,551513;55,776018;87029256
216;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №978;г. Москва, 1-ый Нагатинский пр,д.16.;Южный административный округ;район Нагатино-Садовники;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 466-63-22;schu978.mskobr.ru;sch978@sinergi.ru;37,631563;55,67665;87029307
217;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1212;123060, г. Москва, ул. Маршала Рыбалко, д. 14;Северо-Западный административный округ;район Щукино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 728-40-02;http://schusz1212.mskobr.ru/;sch1212@szouo.ru;37,487135;55,799167;87029320
218;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1212;123060, г. Москва, ул. Маршала Рыбалко, д. 14;Северо-Западный административный округ;район Щукино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 728-40-02;http://schusz1212.mskobr.ru/;sch1212@szouo.ru;37,491162;55,799271;87029321
219;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1212;123060, г. Москва, ул. Маршала Рыбалко, д. 14;Северо-Западный административный округ;район Щукино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 728-40-02;http://schusz1212.mskobr.ru/;sch1212@szouo.ru;37,715126;55,879502;87029322
220;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1295;123458, г. Москва, ул. Твардовского, д. 20;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 757-36-14;schu1295.mskobr.ru;sch1295@szouo.ru;37,409021;55,799202;87029323
221;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 390 имени генерала П.И. Батова;107258, г. Москва, б-р Рокоссовского маршала, д. 34/2;Восточный административный округ;район Богородское;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;160-22-10;sch318.mskobr.ru;sch318@mail.ru;37,715857;55,817681;87029326
222;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1416;127576 г. Москва, ул. Новгородская, д. 8;Северо-Восточный административный округ;район Лианозово;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 209-42-29;schu1416sv.mskobr.ru;Sch1416@yandex.ru;37,581233;55,895216;87029345
223;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1073;115201 г. Москва, Старокаширское шоссе, д.2, корп.11;Южный административный округ;район Нагатино-Садовники;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 613-48-55;schuu1073.mskobr.ru;sch1073@sinergi.ru;37,62668;55,66;87029368
224;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики № 1254;107061, г.Москва, ул. Девятая Рота, д.14А;Восточный административный округ;район Преображенское;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 963-40-36; (495) 963-23-04; (495) 963-40-55";sch380.mskobr.ru;sch1254@mail.ru;37,713114;55,791956;87029379
225;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1264;119313, г.Москва, Ленинский проспект, д. 93 а, 93 б, 91 А;Юго-Западный административный округ;Ломоносовский район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;132-37-77;schuuz1264.mskobr.ru;infschool1264@mail.ru;37,528167;55,674182;87029423
226;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1361;117393, г. Москва, улица Академика Пилюгина, дом 14А;Юго-Западный административный округ;Ломоносовский район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;134-45-17;http://shuuz1361.mskobr.ru/;gou1361@mosuzedu.ru;37,534046;55,672118;87029424
227;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1234;121069 г.Москва, ул. Большая Молчановка, д.26-28;Центральный административный округ;район Арбат;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;691-64-41;schuc1234.mskobr.ru;sch1234@mail.ru;37,590048;55,753587;87029428
228;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1278;107031 г.Москва, ул.Петровка, д.23/10, стр.18,21;Центральный административный округ;Тверской район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;621-04-89;schuc1278.mskobr.ru;schl1278@yandex.ru;37,614366;55,764679;87029429
229;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1224;125635, г. Москва, улица Базовская, дом 20 А;Северный административный округ;район Западное Дегунино;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 905-23-45;schs1224.mskobr.ru;school1224@mail.ru;37,514062;55,878588;87029447
230;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля;125252, г. Москва, ул. Сальвадора Альенде, дом 9;Северный административный округ;район Сокол;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 198-04-81;schs1251.mskobr.ru;ecole1251@rambler.ru;37,50656;55,79367;87029449
231;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара;105187,  Москва,  Измайловское шосе,  дом 60.;Восточный административный округ;район Соколиная Гора;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";schvu1301.mskobr.ru;economicschool@mail.ru;37,741665;55,778894;87029450
232;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара;105187,  Москва,  Измайловское шосе,  дом 60.;Восточный административный округ;район Соколиная Гора;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";schvu1301.mskobr.ru;economicschool@mail.ru;37,733479;55,773096;87029451
233;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара;105187,  Москва,  Измайловское шосе,  дом 60.;Восточный административный округ;район Соколиная Гора;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";schvu1301.mskobr.ru;economicschool@mail.ru;37,738329;55,780134;87029452
234;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара;105187,  Москва,  Измайловское шосе,  дом 60.;Восточный административный округ;район Соколиная Гора;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";schvu1301.mskobr.ru;economicschool@mail.ru;37,72358;55,780613;87029453
235;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375;115533 г. Москва, Нагатинская наб., д.24;Южный административный округ;район Нагатино-Садовники;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 618-99-10;schuu1375.mskobr.ru;sch1375@sinergi.ru;37,661018;55,679802;87029483
236;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375;115533 г. Москва, Нагатинская наб., д.24;Южный административный округ;район Нагатино-Садовники;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 618-99-10;schuu1375.mskobr.ru;sch1375@sinergi.ru;37,656738;55,68133;87029484
237;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375;115533 г. Москва, Нагатинская наб., д.24;Южный административный округ;район Нагатино-Садовники;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 618-99-10;schuu1375.mskobr.ru;sch1375@sinergi.ru;37,654406;55,679151;87029485
238;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением биологии и химии № 1344;109472, г. Москва, ул. Чугунные ворота, дом 11;Юго-Восточный административный округ;район Выхино-Жулебино;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;376-45-35;schuvu1344.mskobr.ru;mail@schuvu1344.ru;37,799882;55,695256;87029514
239;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1387;125466, г. Москва, улица Соколово - Мещерская, дом 27;Северо-Западный административный округ;район Куркино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 401-99-98;schu1387.mskobr.ru;sch1387@szouo.ru;37,382573;55,90429;87029600
240;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1387;125466, г. Москва, улица Соколово - Мещерская, дом 27;Северо-Западный административный округ;район Куркино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 401-99-98;schu1387.mskobr.ru;sch1387@szouo.ru;37,384486;55,903326;87029601
241;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944;125368, г. Москва, ул. Барышиха, д. 17, корп. 1;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 754-08-11;schusz1944.mskobr.ru;sch1944@szouo.ru;37,341822;55,845315;87029602
242;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944;125368, г. Москва, ул. Барышиха, д. 17, корп. 1;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 754-08-11;schusz1944.mskobr.ru;sch1944@szouo.ru;37,344413;55,845125;87029603
243;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944;125368, г. Москва, ул. Барышиха, д. 17, корп. 1;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 754-08-11;schusz1944.mskobr.ru;sch1944@szouo.ru;37,355406;55,8371;87029604
244;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1259;115054 г. Москва, 5-й Монетчиковский пер., д.7;Центральный административный округ;район Замоскворечье;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;953-04-16;schuc1259.mskobr.ru;dc47@yandex.ru;37,634133;55,73171;87029630
245;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1259;115054 г. Москва, 5-й Монетчиковский пер., д.7;Центральный административный округ;район Замоскворечье;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;953-04-16;schuc1259.mskobr.ru;dc47@yandex.ru;37,634393;55,734853;87029631
246;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики, информатики, физики № 444;105043, город Москва, Нижняя Первомайская улица, дом 14;Восточный административный округ;район Измайлово;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 367-47-18;schv444.mskobr.ru;sch444@yandex.ru;37,79633;55,790621;87029653
247;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки № 368 ""Лосиный остров"".";107065  Москва,  ул. Уссурийская, дом 12;Восточный административный округ;район Гольяново;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;469-00-13;schv368.mskobr.ru;inf368@yandex.ru;37,817842;55,822171;87029696
248;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки № 368 ""Лосиный остров"".";107065  Москва,  ул. Уссурийская, дом 12;Восточный административный округ;район Гольяново;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;469-00-13;schv368.mskobr.ru;inf368@yandex.ru;37,814986;55,819014;87029697
249;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 1252 имени Сервантеса;125080 г. Москва, ул. Дубосековская, д. 3;Северный административный округ;район Сокол;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 158-69-89;schs1252.mskobr.ru;sc1252@yandex.ru;37,495731;55,80949;87029703
250;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа c углубленным изучением английского языка № 1210;123098, г. Москва, ул. Гамалеи, д. 17, корп. 1;Северо-Западный административный округ;район Щукино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 196-53-47; (499) 196-64-18; (499) 196-53-70; (499) 196-43-89";schu1210.mskobr.ru/;sch1210@szouo.ru;37,456997;55,80024;87029784
251;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением иностранных языков № 1900;125222, г. Москва, улица Дубравная, дом 41, корпус 3;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 794-10-56;sch1900.mskobr.ru;sch1900@szouo.ru;37,358796;55,843711;87029785
252;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением иностранных языков № 1900;125222, г. Москва, улица Дубравная, дом 41, корпус 3;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 794-10-56;sch1900.mskobr.ru;sch1900@szouo.ru;37,360479;55,843272;87029786
253;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1204;105082 г. Москва, Рубцов пер., д.10/14., стр.1;Центральный административный округ;Басманный район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 261-60-85;;sch1204@mail.ru;37,691684;55,772871;87029843
254;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 1372";117042, г. Москва, Чечёрский проезд, дом 80;Юго-Западный административный округ;район Южное Бутово;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;715-27-18;;sch1372@mosuzedu.ru;37,522889;55,533798;87029881
255;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1215 имени Ромена Роллана;129110 г.Москва, Больничный пер., д.4;Центральный административный округ;Мещанский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 681-08-50;schuc1215.mskobr.ru/;1215sch@couo.ru;37,631952;55,785155;87029892
256;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1231 имени В.Д.Поленова;119002 г.Москва, Спасопесковский пер., д.6, стр.7;Центральный административный округ;район Арбат;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;241-43-84;schuc1231.mskobr.ru;2277ds@mail.ru;37,589009;55,749843;87029893
