ROWNUM;name;adress;okryg;rayon;org_prav_forma;podchinenie;tip_ychregdenia;vid_ychregdenia;telefon;sait;email;X;Y;global_id;
229;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 491 ""Марьино""";"109651, г. Москва, Новочеркасский бульвар, дом 19";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"357-52-01";"cog491.mskobr.ru";"ec491.edu@mail.ru";"37,7209";"55,650242";"87029654";
230;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 491 ""Марьино""";"109651, г. Москва, Новочеркасский бульвар, дом 19";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"357-52-01";"cog491.mskobr.ru";"ec491.edu@mail.ru";"37,72257";"55,649219";"87029655";
231;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 491 ""Марьино""";"109651, г. Москва, Новочеркасский бульвар, дом 19";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"357-52-01";"cog491.mskobr.ru";"ec491.edu@mail.ru";"37,721722";"55,648946";"87029656";
232;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 491 ""Марьино""";"109651, г. Москва, Новочеркасский бульвар, дом 19";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"357-52-01";"cog491.mskobr.ru";"ec491.edu@mail.ru";"37,720912";"55,649149";"87029657";
233;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1497";"121309  г.Москва, ул.Барклая, дом 15,корп. 3";"Западный административный округ";"район Филёвский Парк";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 142-41-26; (499) 142-40-32";"co1497.mskzapad.ru";"dou152@rambler.ru";"37,493549";"55,744894";"87029700";
234;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1497";"121309  г.Москва, ул.Барклая, дом 15,корп. 3";"Западный административный округ";"район Филёвский Парк";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 142-41-26; (499) 142-40-32";"co1497.mskzapad.ru";"dou152@rambler.ru";"37,502196";"55,739629";"87029701";
235;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1497";"121309  г.Москва, ул.Барклая, дом 15,корп. 3";"Западный административный округ";"район Филёвский Парк";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 142-41-26; (499) 142-40-32";"co1497.mskzapad.ru";"dou152@rambler.ru";"37,496321";"55,741565";"87029702";
236;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1419";"127540 г. Москва, Керамический ,д. 47 А";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"900-69-00";"schs1419.mskobr.ru";"centr1419@mail.ru";"37,566166";"55,872711";"87029704";
237;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1419";"127540 г. Москва, Керамический ,д. 47 А";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"900-69-00";"schs1419.mskobr.ru";"centr1419@mail.ru";"37,565125";"55,873675";"87029705";
238;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1601";"127220 г. Москва, ул. Нижняя Масловка, д. 16";"Северный административный округ";"Савёловский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 685-08-15";"cos1601.mskobr.ru";"centr1601@gmail.com";"37,573515";"55,792461";"87029706";
239;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1601";"127220 г. Москва, ул. Нижняя Масловка, д. 16";"Северный административный округ";"Савёловский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 685-08-15";"cos1601.mskobr.ru";"centr1601@gmail.com";"37,581164";"55,797803";"87029707";
240;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1847";"125315 г. Москва, М. Коптевский пр, д. 3";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 152-22-31; (499) 152-12-05; (499) 152-13-16; (499) 152-93-53; (495) 708-14-96";"cos1847.mskobr.ru";"centr1847@mail.ru";"37,531441";"55,809809";"87029708";
241;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1847";"125315 г. Москва, М. Коптевский пр, д. 3";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 152-22-31; (499) 152-12-05; (499) 152-13-16; (499) 152-93-53; (495) 708-14-96";"cos1847.mskobr.ru";"centr1847@mail.ru";"37,532863";"55,806546";"87029709";
242;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1948 ""Лингвист-М""";"117420, г.Москва, ул. Новочеремушкинская, дом 64, корпус 2";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"121-54-11";"http://www.couz1948.mskobr.ru";"secretary1@sch1948.ru";"37,559056";"55,664636";"87029712";
243;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 57 ""Пятьдесят седьмая школа""";"119019 г. Москва, М.Знаменский пер.,д.7/10, стр.5";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 691-85-72";"coc57.mskobr.ru";"co.school57@yandex.ru";"37,605027";"55,748647";"87029713";
244;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 57 ""Пятьдесят седьмая школа""";"119019 г. Москва, М.Знаменский пер.,д.7/10, стр.5";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 691-85-72";"coc57.mskobr.ru";"co.school57@yandex.ru";"37,580268";"55,730099";"87029714";
245;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 57 ""Пятьдесят седьмая школа""";"119019 г. Москва, М.Знаменский пер.,д.7/10, стр.5";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 691-85-72";"coc57.mskobr.ru";"co.school57@yandex.ru";"37,569129";"55,720488";"87029715";
246;"Государственное бюджетное образовательное учреждение города Москвы ""Московский центр технологической модернизации образования""";"107076 г. Москва, 1-й Зборовский переулок, д. 3";"Восточный административный округ";"район Соколиная Гора";"Государственное";"Городское подчинение ДОгМ (для гор центров)";"Образовательное учреждение дополнительного профессионального образования";"Центр образования";"369-05-95";"rezerv.dop.mskobr.ru";"mduc_rezerv@bk.ru";"37,721087";"55,781278";"87029801";
247;"Государственное бюджетное образовательное учреждение города Москвы ""Московский центр технологической модернизации образования""";"107076 г. Москва, 1-й Зборовский переулок, д. 3";"Восточный административный округ";"район Соколиная Гора";"Государственное";"Городское подчинение ДОгМ (для гор центров)";"Образовательное учреждение дополнительного профессионального образования";"Центр образования";"369-05-95";"rezerv.dop.mskobr.ru";"mduc_rezerv@bk.ru";"37,712697";"55,750209";"87029802";
248;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1408";"109443, г. Москва, Есенинский бульвар, д. 14, корп. 2";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 742-65-71";"couv1408.mskobr.ru";"school1408@bk.ru";"37,773122";"55,700349";"87029831";
249;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1417";"109559, г. Москва, ул. Марьинский парк, д. 43";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"659-49-98";"couv1417.mskobr.ru/";"shkola1417@mail.ru";"37,792556";"55,672509";"87029832";
250;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 117";"117393, г. Москва, ул. Академика Пилюгина, дом 18, корпус 1";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"134-70-95";"http://couz117.mskobr.ru";"sch117@rambler.ru";"37,53406";"55,669412";"87029931";
251;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 919 имени  Маршала Советского Союза С.К.Куркоткина";"109386, г. Москва, ул. Краснодарская, д. 25, корп. 2";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 359-52-29";"couv919.mskobr.ru";"sch919@yandex.ru";"37,75204";"55,678658";"87029944";
252;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1881";"109369, г. Москва, ул. Перерва, дом 44";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 349-21-31; (495) 349-05-30; (495) 349-14-03";"couv1881.mskobr.ru";"ce1881@mail.ru";"37,73637";"55,652852";"87029951";
253;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1480";"105064, г.Москва, Гороховский пер., д.10, стр.1";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 261-43-26";"coc1480.mskobr.ru";"1480co@couo.ru";"37,670912";"55,767165";"87029963";
254;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1685";"109240 г.Москва, Берниковская набер., д.12, стр.1";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 915-05-60; (495) 915-36-68";"co1685c.mskobr.ru";"centre1685@mail.ru";"37,652547";"55,747527";"87029964";
255;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1682";"127543 г. Москва, ул. Белозерская, д.7";"Северо-Восточный административный округ";"район Бибирево";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 206-64-77; (499) 206-45-50; (499) 206-82-00; (499) 206-82-01";"co1682sv.mskobr.ru";"Sch-1682@yandex.ru";"37,609488";"55,901049";"87029975";
