ROWNUM;name;adress;okryg;rayon;org_prav_forma;podchinenie;tip_ychregdenia;vid_ychregdenia;telefon;sait;email;X;Y;global_id;
698;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375";"115533 г. Москва, Нагатинская наб., д.24";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 618-99-10";"schuu1375.mskobr.ru";"sch1375@sinergi.ru";"37,661018";"55,679802";"87029483";
699;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375";"115533 г. Москва, Нагатинская наб., д.24";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 618-99-10";"schuu1375.mskobr.ru";"sch1375@sinergi.ru";"37,656738";"55,68133";"87029484";
700;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375";"115533 г. Москва, Нагатинская наб., д.24";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 618-99-10";"schuu1375.mskobr.ru";"sch1375@sinergi.ru";"37,654406";"55,679151";"87029485";
701;"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1257";"115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1";"Южный административный округ";"Даниловский район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"952-63-70";"gymu1257.mskobr.ru";"dou1234@sinergi.ru";"37,62569";"55,714479";"87029498";
702;"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1257";"115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1";"Южный административный округ";"Даниловский район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"952-63-70";"gymu1257.mskobr.ru";"dou1234@sinergi.ru";"37,629083";"55,717536";"87029499";
703;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа           с углубленным изучением биологии и химии № 1344";"109472, г. Москва, ул. Чугунные ворота, дом 11";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"376-45-35";"schuvu1344.mskobr.ru";"mail@schuvu1344.ru";"37,799882";"55,695256";"87029514";
704;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1423";"109451, г. Москва, Перервинский бульвар, д.5, корп. 3";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"658-58-88";"couv1423.mskobr.ru";"school1423@yandex.ru";"37,768571";"55,664169";"87029515";
705;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1877 ""Люблино""";"109382, г. Москва, ул. Краснодонская, д. 40";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"351-00-00";"couv1877.mskobr.ru";"co1877@mail.ru";"37,746043";"55,668601";"87029516";
706;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1100";"117630, г. Москва, улица Академика Челомея, дом 6а";"Юго-Западный административный округ";"Обручевский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"936-30-95";"";"detsad1100@mail.ru";"37,532317";"55,663158";"87029555";
707;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1100";"117630, г. Москва, улица Академика Челомея, дом 6а";"Юго-Западный административный округ";"Обручевский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"936-30-95";"";"detsad1100@mail.ru";"37,529005";"55,662467";"87029556";
708;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97";"121352 г.Москва, ул. Кременчугская, дом 46";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 445-06-64";"coz97.mskzapad.ru";"shc97@mail.ru";"37,457597";"55,694276";"87029563";
709;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97";"121352 г.Москва, ул. Кременчугская, дом 46";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 445-06-64";"coz97.mskzapad.ru";"shc97@mail.ru";"37,45598";"55,723205";"87029564";
710;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97";"121352 г.Москва, ул. Кременчугская, дом 46";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 445-06-64";"coz97.mskzapad.ru";"shc97@mail.ru";"37,463585";"55,723214";"87029565";
711;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97";"121352 г.Москва, ул. Кременчугская, дом 46";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 445-06-64";"coz97.mskzapad.ru";"shc97@mail.ru";"37,456236";"55,712019";"87029566";
712;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1920";"125310, г. Москва, Пятницкое ш., д. 42, к. 2";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"794-30-14";"sch1920.mskobr.ru";"sch1920@szouo.ru";"37,362459";"55,856338";"87029567";
713;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,685853";"55,798076";"87029570";
714;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,686195";"55,798441";"87029571";
715;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,685886";"55,798762";"87029572";
716;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,685802";"55,798502";"87029573";
717;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,685243";"55,798052";"87029574";
718;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,685586";"55,797879";"87029575";
719;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,688124";"55,803762";"87029576";
720;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,68471";"55,797678";"87029577";
721;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,686941";"55,798492";"87029578";
722;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,686366";"55,798842";"87029579";
723;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,686659";"55,798676";"87029580";
724;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,686097";"55,799";"87029581";
725;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,687488";"55,798323";"87029582";
726;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,685012";"55,797859";"87029583";
727;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,687265";"55,798141";"87029584";
728;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,82756";"55,715998";"87029585";
729;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,825446";"55,717098";"87029586";
730;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"107014, Москва,  ул. Большая Оленья,  д. 3";"Восточный административный округ";"район Сокольники";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";"cov1404.mskobr.ru";"gamma1404@list.ru";"37,685506";"55,798197";"87029587";
731;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 86 имени М.Е. Катукова";"123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 750-00-47";"schsz86.mskobr.ru";"sch86@szouo.ru";"37,635814";"55,876384";"87029588";
732;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 86 имени М.Е. Катукова";"123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 750-00-47";"schsz86.mskobr.ru";"sch86@szouo.ru";"37,402637";"55,807407";"87029589";
733;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 86 имени М.Е. Катукова";"123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 750-00-47";"schsz86.mskobr.ru";"sch86@szouo.ru";"37,714302";"55,879872";"87029590";
734;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1694 ""Ясенево""";"117593, г. Москва, Литовский бульвар, дом 11, корпус 6";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"426-77-88";"";"info@co1694.ru";"37,544506";"55,612728";"87029591";
735;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 819";"125362, г. Москва, ул. Свободы, д.26";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"497-03-00";"sch819.mskobr.ru";"sch819@szouo.ru";"37,456118";"55,839551";"87029592";
736;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1825";"117628, г. Москва, ул. Куликовская, д. 3Б";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"712-29-36";"http://schuz1825.mskobr.ru";"sch1825@yandex.ru";"37,566391";"55,570747";"87029593";
737;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1010";"123308, город Москва, улица Мневники, дом 7, корус 5";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 191-35-12";"schsz1010.mskobr.ru";"sch1010@szouo.ru";"37,485521";"55,772504";"87029594";
738;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1010";"123308, город Москва, улица Мневники, дом 7, корус 5";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 191-35-12";"schsz1010.mskobr.ru";"sch1010@szouo.ru";"37,491073";"55,770613";"87029595";
739;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1010";"123308, город Москва, улица Мневники, дом 7, корус 5";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 191-35-12";"schsz1010.mskobr.ru";"sch1010@szouo.ru";"37,48871";"55,771443";"87029596";
740;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1010";"123308, город Москва, улица Мневники, дом 7, корус 5";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 191-35-12";"schsz1010.mskobr.ru";"sch1010@szouo.ru";"37,492612";"55,770633";"87029597";
741;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1010";"123308, город Москва, улица Мневники, дом 7, корус 5";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 191-35-12";"schsz1010.mskobr.ru";"sch1010@szouo.ru";"37,485568";"55,774334";"87029598";
742;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1010";"123308, город Москва, улица Мневники, дом 7, корус 5";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 191-35-12";"schsz1010.mskobr.ru";"sch1010@szouo.ru";"37,478753";"55,770905";"87029599";
743;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1387";"125466, г. Москва, улица Соколово - Мещерская, дом 27";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 401-99-98";"schu1387.mskobr.ru";"sch1387@szouo.ru";"37,382573";"55,90429";"87029600";
744;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1387";"125466, г. Москва, улица Соколово - Мещерская, дом 27";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 401-99-98";"schu1387.mskobr.ru";"sch1387@szouo.ru";"37,384486";"55,903326";"87029601";
745;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944";"125368, г. Москва, ул. Барышиха, д. 17, корп. 1";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 754-08-11";"schusz1944.mskobr.ru";"sch1944@szouo.ru";"37,341822";"55,845315";"87029602";
746;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944";"125368, г. Москва, ул. Барышиха, д. 17, корп. 1";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 754-08-11";"schusz1944.mskobr.ru";"sch1944@szouo.ru";"37,344413";"55,845125";"87029603";
747;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944";"125368, г. Москва, ул. Барышиха, д. 17, корп. 1";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 754-08-11";"schusz1944.mskobr.ru";"sch1944@szouo.ru";"37,355406";"55,8371";"87029604";
748;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1874";"123098, г. Москва, ул. Маршала Новикова, д. 13";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"193-61-20";"co1874.mskobr.ru";"sch1874@szouo.ru";"37,468307";"55,803339";"87029605";
749;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1874";"123098, г. Москва, ул. Маршала Новикова, д. 13";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"193-61-20";"co1874.mskobr.ru";"sch1874@szouo.ru";"37,463358";"55,803234";"87029606";
750;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1874";"123098, г. Москва, ул. Маршала Новикова, д. 13";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"193-61-20";"co1874.mskobr.ru";"sch1874@szouo.ru";"37,460831";"55,806838";"87029607";
751;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1874";"123098, г. Москва, ул. Маршала Новикова, д. 13";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"193-61-20";"co1874.mskobr.ru";"sch1874@szouo.ru";"37,471457";"55,802518";"87029608";
752;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1874";"123098, г. Москва, ул. Маршала Новикова, д. 13";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"193-61-20";"co1874.mskobr.ru";"sch1874@szouo.ru";"37,467278";"55,805374";"87029609";
753;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627";"115054 г. Москва, ул. Дубининская, д. 42";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 235-71-44; (495) 959-78-31";"coc627.mskobr.ru/";"ds841@mail.ru";"37,63618";"55,732985";"87029617";
754;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627";"115054 г. Москва, ул. Дубининская, д. 42";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 235-71-44; (495) 959-78-31";"coc627.mskobr.ru/";"ds841@mail.ru";"37,63618";"55,732985";"87029618";
755;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 628";"117638 г. Москва, ул. Криворожская, д.27а";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 317-73-49; (499) 613-85-22; (499) 613-76-66";"schzu628.mskobr.ru";"dou60@sinergi.ru";"37,617195";"55,667787";"87029619";
756;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1840";"129110 г. Москва, Б. Переяславская ул., д.1, стр.1";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"680-08-44";"coc1840.mskobr.ru";"sch1840@ya.ru";"37,63487";"55,782259";"87029628";
757;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1840";"129110 г. Москва, Б. Переяславская ул., д.1, стр.1";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"680-08-44";"coc1840.mskobr.ru";"sch1840@ya.ru";"37,642599";"55,780064";"87029629";
758;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1259";"115054 г. Москва, 5-й Монетчиковский пер., д.7";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"953-04-16";"schuc1259.mskobr.ru";"dc47@yandex.ru";"37,634133";"55,73171";"87029630";
759;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1259";"115054 г. Москва, 5-й Монетчиковский пер., д.7";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"953-04-16";"schuc1259.mskobr.ru";"dc47@yandex.ru";"37,634393";"55,734853";"87029631";
