"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID";"ORIG_FID";"POINT_X";"POINT_Y"
1652;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 122";"103104 г. Москва, М.Палашевский пер., д.3";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"203-64-90";"schuc122.mskobr.ru";"122sch@mail.ru";1083;1084;37,601214;55,765313
1653;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 1372";"117042, г. Москва, Чечёрский проезд, дом 80";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"715-27-18";"";"sch1372@mosuzedu.ru";1084;1085;37,522550;55,531981
1654;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 1372";"117042, г. Москва, Чечёрский проезд, дом 80";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"715-27-18";"";"sch1372@mosuzedu.ru";1084;1085;37,522889;55,533798
1655;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 242";"129594, г. Москва, 1-й проезд Марьиной рощи, д. 3а";"Северо-Восточный административный округ";"район Марьина Роща";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"631-17-06";"";"sch242@yandex.ru";1085;1086;37,621622;55,793810
1656;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Технология"" № 1379";"117335, г. Москва, улица Гарибальди, дом 19, корпус 1";"Юго-Западный административный округ";"район Черёмушки";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"128-67-77";"http://schuuz1379.mskobr.ru/";"muk20@mail.ru";1086;1087;37,551041;55,673800
1657;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знания ""Искусство"" № 635";"111399, г.Москва, ул.Новогиреевская, д. 22 а";"Восточный административный округ";"район Перово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 672-85-81";"sch635.mskobr.ru";"ebk635@mail.ru";1087;1088;37,792849;55,757426
1658;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1073";"115201 г. Москва, Старокаширское шоссе, д.2, корп.11";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 613-48-55";"schuu1073.mskobr.ru";"sch1073@sinergi.ru";1088;1089;37,626680;55,660000
1659;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1363";"109542, г.Москва, Рязанский проспект, д. 82, корп. 4";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"376-61-44";"schu1363uv.mskobr.ru";"sch1363@mail.ru";1089;1090;37,823781;55,707824
1660;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1366";"111674, город Москва, ул. Вольская 1-я, д.22, корп 2";"Юго-Восточный административный округ";"район Некрасовка";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 211-25-34; (499) 211-25-31; (499) 211-25-32; (499) 211-25-30";"schuvu1366.mskobr.ru";"info@school1366.ru";1090;1091;37,926376;55,682485
1661;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1367";"109125, Москва, ул. Васильцовский стан, д 6.";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 503-85-37";"schuv488.mskobr.ru";"1367@bk.ru";1091;1092;37,742441;55,712092
1662;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1367";"109125, Москва, ул. Васильцовский стан, д 6.";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 503-85-37";"schuv488.mskobr.ru";"1367@bk.ru";1091;1092;37,752156;55,714702
1663;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1392 имени Д.В. Рябинкина";"142793, г.Москва, п.Десеновское, пос.Ватутинки-1";"";"";"Государственное";"Троицкое и новомосковское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495)841-59-19";"sch1392tn.mskobr.ru";"";1093;1094;37,342074;55,516084
1664;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1690 ""Преображенская школа""";"107061, г. Москва,  2-я Пугачевская улица, дом 10";"Восточный административный округ";"район Преображенское";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"161-13-40";"sch1690.mskobr.ru";"preobrazh-1690@yandex.ru";1094;1095;37,725353;55,792450
1665;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1973";"119454 г.Москва, ул. Лобачевского, д. 92";"Западный административный округ";"район Проспект Вернадского";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"932-87-09";"1973.mskzapad.ru";"sch_1973@list.ru";1095;1096;37,484519;55,680675
1666;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой";"115304 Москва, Ереванская, 20, к.2";"Южный административный округ";"район Царицыно";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 321-02-92; (495) 321-96-44";"cou1466.mskobr.ru";"sch1466@sinergi.ru";1096;1097;37,670252;55,626557
1667;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой";"115304 Москва, Ереванская, 20, к.2";"Южный административный округ";"район Царицыно";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 321-02-92; (495) 321-96-44";"cou1466.mskobr.ru";"sch1466@sinergi.ru";1096;1097;37,672988;55,627863
1668;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой";"115304 Москва, Ереванская, 20, к.2";"Южный административный округ";"район Царицыно";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 321-02-92; (495) 321-96-44";"cou1466.mskobr.ru";"sch1466@sinergi.ru";1096;1097;37,674107;55,629023
1669;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой";"115304 Москва, Ереванская, 20, к.2";"Южный административный округ";"район Царицыно";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 321-02-92; (495) 321-96-44";"cou1466.mskobr.ru";"sch1466@sinergi.ru";1096;1097;37,676228;55,630872
1670;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879";"117519, г. Москва, улица  Красного Маяка,  дом 3 Г";"Южный административный округ";"район Чертаново Центральное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 387-36-05; (495) 387-34-75; (495) 386-08-95; (495) 387-53-89; (495) 387-23-98";"http://cou879.mskobr.ru";"sch879@sinergi.ru";1097;1098;37,595871;55,609892
1671;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879";"117519, г. Москва, улица  Красного Маяка,  дом 3 Г";"Южный административный округ";"район Чертаново Центральное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 387-36-05; (495) 387-34-75; (495) 386-08-95; (495) 387-53-89; (495) 387-23-98";"http://cou879.mskobr.ru";"sch879@sinergi.ru";1097;1098;37,597520;55,608514
1672;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов естественнонаучного цикла № 1388";"127006 г.Москва, Долгоруковская ул., д.6, стр.2";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 978-42-44; (499) 978-27-67; (499) 978-96-28";"schuc1388.mskobr.ru";"sch1388@mail.ru";1098;1099;37,604829;55,775994
1673;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов области знаний ""Искусство"" № 1332";"117628, г.Москва, бульвар Дмитрия Донского, дом 6, корпус 1";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"714-97-81";"http://schuuz1332.mskobr.ru/";"Shkola1332@bk.ru";1099;1100;37,572625;55,569153
1674;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов области знания ""Искусство"" № 622";"109147 г.Москва,ул. Марксистская, д.9, к.2";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"912-10-31";"schuc622.mskobr.ru";"sch-622@yandex.ru";1100;1101;37,668418;55,735614
1675;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386";"109125, г. Москва, Васильцовский переулок, д. 1";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 796-22-60";"schuvu1386.mskobr.ru";"w1386@mail.ru";1101;1102;37,745737;55,718233
1676;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386";"109125, г. Москва, Васильцовский переулок, д. 1";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 796-22-60";"schuvu1386.mskobr.ru";"w1386@mail.ru";1101;1102;37,748759;55,716528
1677;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов художественно-эстетического цикла № 1405 ""Вдохновение""";"117647, г.Москва, улица Академика Капицы, д.16";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"420-45-33";"http://schuuz1405.mskobr.ru";"sch1405@mail.ru";1102;1103;37,524093;55,627354
1678;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства № 123";"125009 г.Москва, Хлыновский туп., д.3, стр.5";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 690-20-12";"schuc123.mskobr.ru";"123sch@couo.ru";1103;1104;37,602459;55,758018
1679;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением физики и математики № 2007";"117042, г. Москва, ул. Горчакова, д. 9, корп. 1";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"716-29-35";"schuuz2007.mskobr.ru";"avbush@rambler.ru";1104;1105;37,532769;55,544728
1680;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1095";"129281, г. Москва, ул. Енисейская, д. 32, корпус 3";"Северо-Восточный административный округ";"Бабушкинский район";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 470-91-55; (495) 470-89-32";"schi1095.svao.mskobr.ru/";"sch1095@yandex.ru";1105;1106;37,670609;55,872439
1681;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1216";"109147 г.Москва, Брошевский пер., д.21";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 670-06-27";"schuc1216.mskobr.ru";"sch1216-moscow@yandex.ru";1106;1107;37,672570;55,735097
1682;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1225";"105062 г.Москва, Лялин пер., д.12";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 916-20-66";"schuc1225.mskobr.ru/";"1225sch@mail.ru";1107;1108;37,651526;55,758956
1683;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1248";"121352 г.Москва, ул. Давыдковская, д. 2, корпус 6";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"445-25-50";"dskv1148.mskzapad.ru";"sch1248@mail.ru";1108;1109;37,473692;55,725532
1684;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля";"125252, г. Москва, ул. Сальвадора Альенде, дом 9";"Северный административный округ";"район Сокол";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 198-04-81";"schs1251.mskobr.ru";"ecole1251@rambler.ru";1109;1110;37,506560;55,793670
1685;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля";"125252, г. Москва, ул. Сальвадора Альенде, дом 9";"Северный административный округ";"район Сокол";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 198-04-81";"schs1251.mskobr.ru";"ecole1251@rambler.ru";1109;1110;37,506777;55,794194
1686;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1265";"119333, г. Москва, ул. Фотиевой, 14, корп. 1";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"137-68-64";"http://schuuz1265.mskobr.ru";"sch1265@mosuzedu.ru";1110;1111;37,558288;55,699086
1687;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1267";"117465, г.Москва, ул. Теплый Стан, дом 13, корп. 4";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"337-68-11";"schuuz1267.mskobr.ru";"1267@inbox.ru, 1267@1267.ru";1111;1112;37,492426;55,620294
1688;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1275";"127473 г.Москва, ул.Достоевского, д.25, стр.1";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 681-09-67; (495) 631-40-22; (495) 631-67-49; (495) 631-67-19; (495) 684-30-30";"schuc1275.mskobr.ru";"sch1275@mail.ru";1112;1113;37,606771;55,783690
1689;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";1113;1114;37,423148;55,857177
1690;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";1113;1114;37,423976;55,854912
1691;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";1113;1114;37,426031;55,853252
1692;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";1113;1114;37,426928;55,857191
1693;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";1113;1114;37,426979;55,857048
1694;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 390 имени генерала П.И. Батова";"107258, г. Москва, б-р Рокоссовского маршала, д. 34/2";"Восточный административный округ";"район Богородское";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"160-22-10";"sch318.mskobr.ru";"sch318@mail.ru";1114;1115;37,715857;55,817681
1695;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 390 имени генерала П.И. Батова";"107258, г. Москва, б-р Рокоссовского маршала, д. 34/2";"Восточный административный округ";"район Богородское";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"160-22-10";"sch318.mskobr.ru";"sch318@mail.ru";1114;1115;37,723530;55,814577
1696;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 446";"107023, г. Москва, площадь Журавлева, д.7,стр.1";"Восточный административный округ";"район Соколиная Гора";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 369-09-55";"schvu446.mskobr.ru";"sch446@bk.ru";1115;1116;37,706144;55,783574
1697;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара";"105187,  Москва,  Измайловское шосе,  дом 60.";"Восточный административный округ";"район Соколиная Гора";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";"schvu1301.mskobr.ru";"economicschool@mail.ru";1116;1117;37,723580;55,780613
1698;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара";"105187,  Москва,  Измайловское шосе,  дом 60.";"Восточный административный округ";"район Соколиная Гора";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";"schvu1301.mskobr.ru";"economicschool@mail.ru";1116;1117;37,733479;55,773096
1699;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара";"105187,  Москва,  Измайловское шосе,  дом 60.";"Восточный административный округ";"район Соколиная Гора";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";"schvu1301.mskobr.ru";"economicschool@mail.ru";1116;1117;37,736037;55,782140
1700;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара";"105187,  Москва,  Измайловское шосе,  дом 60.";"Восточный административный округ";"район Соколиная Гора";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";"schvu1301.mskobr.ru";"economicschool@mail.ru";1116;1117;37,738329;55,780134
1701;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара";"105187,  Москва,  Измайловское шосе,  дом 60.";"Восточный административный округ";"район Соколиная Гора";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";"schvu1301.mskobr.ru";"economicschool@mail.ru";1116;1117;37,741665;55,778894
