"OBJECTID";"ID";"NAME";"NUMB";"WEBSITE";"TYPE";"OKRUG";"FOUNDATION";"SCHOOLS_COUNT"
493;887;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №514";514;"http://sch514u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
494;421;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №519";519;"http://sch519uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";3
495;931;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №51";51;"http://sch51uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";1
496;327;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №534";534;"http://sch534.mskobr.ru/";"школа";"Южный административный округ";"присоединение";3
497;554;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №536";536;"http://sch536uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";3
498;568;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №538 имени С.В. Гришина";538;"http://sch538uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";3
499;353;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №544";544;"http://sch544u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";4
500;354;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №547";547;"http://sch547u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
501;585;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №554";554;"http://sch554uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";4
502;344;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №556";556;"http://sch556u.mskobr.ru/";"школа";"Южный административный округ";"слияние";2
503;716;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №56 имени академика В.А. Легасова";56;"http://sch56.mskobr.ru/";"школа";"Западный административный округ";"присоединение";1
504;416;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №572 «Возможности»";572;"http://sch572uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";3
505;719;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №587";587;"http://sch587.mskobr.ru/";"школа";"Западный административный округ";"присоединение";2
506;860;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №590";590;"http://sch590z.mskobr.ru/";"школа";"Западный административный округ";"присоединение";2
507;197;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №597 ";597;"http://sch597s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";1
508;308;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №606";606;"http://sch606.mskobr.ru/";"школа";"Северо-Восточный административный округ";"слияние";2
509;801;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №609";609;"http://sch609zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";2
510;811;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №618";618;"http://sch618zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";3
511;456;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №623";623;"http://sch623.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";2
512;583;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №626 имени Н.И.Сац";626;"http://sch626uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";4
513;18;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627";627;"http://sch627.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";6
514;351;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №629";629;"http://sch629u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
515;722;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №63 ";63;"http://sch63.mskobr.ru/";"школа";"Западный административный округ";"присоединение";1
516;847;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №630 «Лингвистический центр»";630;"http://sch630.mskobr.ru/";"школа";"Южный административный округ";"слияние";3
517;677;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №633";633;"http://sch633v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
518;942;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний «Искусство» №635";635;"http://sch635.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
519;723;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №64 ";64;"http://sch64.mskobr.ru/";"школа";"Западный административный округ";"слияние";2
520;443;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №641 имени Сергея Есенина ";641;"http://sch641uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";5
521;676;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №647";647;"http://sch647.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
522;135;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №648";648;"http://sch648.mskobr.ru/";"школа";"Северный административный округ";"присоединение";2
523;434;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №654 имени А.Д. Фридмана";654;"http://sch654.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";4
524;952;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №656 имени А.С. Макаренко";656;"http://sch656.mskobr.ru/";"школа";"Северный административный округ";"присоединение";1
525;372;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №657";657;"http://sch657u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
526;675;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №664";664;"http://sch664.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
527;345;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №667";667;"http://sch667u.mskobr.ru/";"школа";"Южный административный округ";"слияние";2
528;208;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №668 имени Героя Советского Союза В.П. Кислякова";668;"http://sch668s.mskobr.ru/";"школа";"Северный административный округ";"слияние";1
529;483;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №687 ";687;"http://sch687uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
530;125;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №69 имени Б.Ш. Окуджавы";69;"http://sch69sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"присоединение";2
531;128;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №705";705;"http://sch705sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"присоединение";2
532;236;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №709";709;"http://sch709sv.mskobr.ru/";"школа";"Северо-Восточный административный округ";"слияние";2
533;717;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №712";712;"http://sch712.mskobr.ru/";"школа";"Западный административный округ";"слияние";1
534;176;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №717";717;"http://sch717s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";3
535;793;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №718";718;"http://sch718zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";1
536;755;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №72";72;"http://sch72.mskobr.ru/";"школа";"Западный административный округ";"присоединение";1
537;185;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №727";727;"http://sch727s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";1
538;747;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №74";74;"http://sch74.mskobr.ru/";"школа";"Западный административный округ";"присоединение";1
539;203;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №744 имени Петра Николаевича Еремеева";744;"http://sch744s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";2
540;277;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №755";755;"http://sch755.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";1
541;215;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №761 ";761;"http://sch761sv.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";2
542;241;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №763";763;"http://sch763sv-new.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";4
543;183;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №771";771;"http://sch771s.mskobr.ru/";"школа";"Северный административный округ";"слияние";4
544;422;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №773";773;"http://sch773uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";2
545;423;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №777";777;"http://sch777uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";4
546;699;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №799";799;"http://sch799v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";3
547;587;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики и информатики №7";7;"http://sch7uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";4
548;892;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №800";800;"http://sch800.mskobr.ru/";"школа";"Западный административный округ";"присоединение";1
549;728;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №806";806;"http://sch806.mskobr.ru/";"школа";"Западный административный округ";"присоединение";3
550;766;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №809";809;"http://sch809.mskobr.ru/";"школа";"Западный административный округ";"присоединение";1
551;670;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №810";810;"http://sch810v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";2
552;730;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №814";814;"http://sch814z.mskobr.ru/";"школа";"Западный административный округ";"присоединение";5
553;493;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №825 ";825;"http://sch825uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";3
554;77;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №827";827;"http://sch827sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"присоединение";2
555;63;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №830";830;"http://sch830sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"слияние";3
556;803;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №842";842;"http://sch842zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";2
557;751;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №843";843;"http://sch843.mskobr.ru/";"школа";"Западный административный округ";"присоединение";2
558;374;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №851 ";851;"http://sch851u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
559;812;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №852";852;"http://sch852zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";2
560;796;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №853";853;"http://sch853zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";3
561;805;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №854";854;"http://sch854zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";2
562;375;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №867";867;"http://sch867u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
563;376;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №868 ";868;"http://sch868.mskobr.ru/";"школа";"Южный административный округ";"слияние";1
564;95;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №86 имени М.Е. Катукова";86;"http://sch86sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"присоединение";2
565;731;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №875";875;"http://sch875.mskobr.ru/";"школа";"Западный административный округ";"присоединение";2
566;377;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №878 ";878;"http://sch878u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";4
567;313;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879";879;"http://sch879.mskobr.ru/";"школа";"Южный административный округ";"слияние";2
568;364;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №880";880;"http://sch880u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
569;127;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №883";883;"http://sch883sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"слияние";2
570;763;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №887";887;"http://sch887.mskobr.ru/";"школа";"Западный административный округ";"присоединение";4
571;752;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №888 ";888;"http://sch888.mskobr.ru/";"школа";"Западный административный округ";"присоединение";1
572;697;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №892 ";892;"http://sch892.mskobr.ru/";"школа";"Восточный административный округ";"слияние";2
573;315;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №896";896;"http://sch896u.mskobr.ru/";"школа";"Южный административный округ";"слияние";2
574;112;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №89 имени А.П. Маресьева ";89;"http://sch89sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"присоединение";1
575;356;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №902 «Диалог»";902;"http://sch902.mskobr.ru/";"школа";"Южный административный округ";"слияние";3
576;337;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №904";904;"http://sch904u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";3
577;478;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №913 имени Героя Советского Союза С.Ф. Шутова";913;"http://sch913uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
578;682;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №920";920;"http://sch920v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";2
579;693;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №922 ";922;"http://sch922v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";2
580;338;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №924";924;"http://sch924.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
581;174;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №929";929;"http://sch929.mskobr.ru/";"школа";"Северный административный округ";"присоединение";2
582;339;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №932";932;"http://sch932u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
583;326;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №933";933;"http://sch933u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
584;378;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №935 ";935;"http://sch935u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
585;329;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №937 имени Героя Российской Федерации А.В. Перова";937;"http://sch937u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
586;379;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №939 ";939;"http://sch939u.mskobr.ru/";"школа";"Южный административный округ";"слияние";2
587;365;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №947";947;"http://sch947u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";4
588;336;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №949 ";949;"http://sch949u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
589;282;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №950";950;"http://sch950sv.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";5
590;287;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №956";956;"http://sch956sv-new.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";1
591;276;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №960";960;"http://sch960sv-new.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";1
592;289;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №962";962;"http://sch962sv.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";3
593;233;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №967";967;"http://sch967.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";2
594;380;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №975";975;"http://sch975u.mskobr.ru/";"школа";"Южный административный округ";"слияние";1
595;316;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №978";978;"http://sch978u.mskobr.ru/";"школа";"Южный административный округ";"слияние";2
596;358;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №979 ";979;"http://sch979u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";1
597;709;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97";97;"http://sch97z.mskobr.ru/";"школа";"Западный административный округ";"слияние";3
598;312;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №982 имени маршала бронетанковых войск П.П. Полубоярова";982;"http://sch982u.mskobr.ru/";"школа";"Южный административный округ";"слияние";2
599;937;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №996";996;"http://sch996.mskobr.ru/";"школа";"Южный административный округ";"присоединение";1
600;324;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №998";998;"http://sch998u.mskobr.ru/";"школа";"Южный административный округ";"слияние";3
601;917;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1305";1305;"http://schc1305.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";1
602;890;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №315";315;"http://schc315.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";1
603;932;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №518";518;"http://schc518.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";1
604;933;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №528";528;"http://schc528.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";1
605;916;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1247 имени Юргиса Балтрушайтиса";1247;"http://schec1247.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";1
606;907;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования №1650";1650;"http://schec1650.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";1
607;951;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (еврейским) компонентом образования №1871";1871;"http://schec1871.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";1
608;964;"Государственное бюджетное образовательное учреждение города Москвы школа-интернат с углубленным изучением отдельных предметов №16 «ШИК 16»";16;"http://schisv16.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";1
609;941;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1249";1249;"http://schs1249.mskobr.ru/";"школа";"Северный административный округ";"присоединение";1
610;923;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №216";216;"http://schs216.mskobr.ru/";"школа";"Северный административный округ";"присоединение";1
611;201;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №849";849;"http://schs849.mskobr.ru/";"школа";"Северный административный округ";"присоединение";2
612;949;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (азербайджанским) компонентом образования №157 имени К.А. Керимова";157;"http://schse157.mskobr.ru/";"школа";"Северный административный округ";"присоединение";1
613;271;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №285 имени В.А. Молодцова";285;"http://schsv285.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";4
614;306;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №760 имени А.П. Маресьева";760;"http://schsv760.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";3
615;335;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №870";870;"http://schsv870u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
616;911;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1055";1055;"http://schu1055.mskobr.ru/";"школа";"Южный административный округ";"присоединение";1
